Title,language_type,primary_genre,overview,vote_average,vote_count,popularity,is_popular
Breach,Hollywood,Science Fiction,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind.",4.3,574.0,25.455,0
Sylvie's Love,Hollywood,Romance,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",6.441,76.0,7.451,0
Wonder Woman 1984,Hollywood,Action,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,6.487,7660.0,68.303,0
Soul,Hollywood,Animation,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",8.154,9225.0,96.319,1
We Can Be Heroes,Hollywood,Family,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",6.1,690.0,47.836,0
News of the World,Hollywood,Drama,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",7.0,1541.0,19.14,1
One Night in Miami...,Hollywood,Drama,"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South.",7.1,580.0,13.29,1
Promising Young Woman,Hollywood,Thriller,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",7.474,2649.0,25.83,1
Pieces of a Woman,Hollywood,Drama,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",7.1,1085.0,13.638,1
Escape Room,Hollywood,Horror,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",6.541,4201.0,28.84,0
Rust Creek,Hollywood,Thriller,"When an overachieving college senior makes a wrong turn, her road trip becomes a life-changing fight for survival in rural Kentucky.",6.4,261.0,14.121,0
American Hangman,Hollywood,Thriller,"An unidentified man posts a live feed on social media showing that he has kidnapped two strangers and intends to kill one before the day is out. His intention is to hold a capital 'trial' online. As the authorities recognize what's happening, it becomes apparent that the online public is going to act as judge and jury.",6.1,123.0,9.445,0
A Dog's Way Home,Hollywood,Drama,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",7.3,973.0,24.254,1
The Upside,Hollywood,Comedy,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",7.1,1092.0,34.783,1
Replicas,Hollywood,Science Fiction,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,6.047,1185.0,19.068,0
After Darkness,Hollywood,Drama,"As the Sun burns out, an American family gathers at the end of the world, their hopes for rescue slowly crumbling as they also confront long lasting divides amongst each other.",3.9,36.0,5.282,0
Glass,Hollywood,Thriller,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",6.7,7643.0,81.287,0
Close,Hollywood,Action,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",5.8,777.0,18.432,0
The Standoff at Sparrow Creek,Hollywood,Drama,"After a mass shooting at a police funeral, reclusive ex-cop Gannon finds himself unwittingly forced out of retirement when he realizes that the killer belongs to the same militia he joined after quitting the force. Understanding that the shooting could set off a chain reaction of copycat violence across the country, Gannon quarantines his fellow militiamen in the remote lumber mill they call their headquarters. There, he sets about a series of grueling interrogations, intent on ferreting out the killer and turning him over to the authorities to prevent further bloodshed.",6.2,89.0,8.402,0
The Final Wish,Hollywood,Horror,"Following the passing of his father, Aaron Hammond returns to his hometown to help his devastated mother and to confront his past demons. Sifting through his father’s belongings, Aaron comes upon a mysterious item that is far more than it seems.",5.0,122.0,11.675,0
The Kid Who Would Be King,Hollywood,Action,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",6.099,648.0,22.836,0
I Am Mother,Hollywood,Science Fiction,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",6.691,2293.0,15.241,0
The Vast of Night,Hollywood,Mystery,"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.",6.567,893.0,10.759,0
Miss Bala,Hollywood,Action,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",6.4,473.0,13.953,0
Velvet Buzzsaw,Hollywood,Thriller,"Big money artists and mega-collectors pay a high price when art collides with commerce. After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",5.4,1748.0,15.207,0
Piercing,Hollywood,Horror,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.",5.8,190.0,7.873,0
The Lego Movie 2: The Second Part,Hollywood,Action,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",6.68,1896.0,34.297,0
What Men Want,Hollywood,Comedy,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",6.202,1213.0,31.381,0
Cold Pursuit,Hollywood,Action,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",5.7,2260.0,32.811,0
High Flying Bird,Hollywood,Drama,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",5.755,206.0,9.88,0
The Prodigy,Hollywood,Horror,A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,6.14,883.0,12.852,0
Isn't It Romantic,Hollywood,Comedy,"For a long time, Natalie, an Australian architect living in New York City, had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing, Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.",6.2,3304.0,45.381,0
